country,year,dimension,indicator,score,source_type,data_status
myanmar,2006,political,territorial_control,60,qualitative,complete
myanmar,2006,political,political_violence,93,quantitative,complete
myanmar,2006,political,institutional_functioning,20,qualitative,complete
myanmar,2006,political,civil_liberties,14,quantitative,complete
myanmar,2006,political,elite_cohesion,80,qualitative,complete
myanmar,2006,political,military_expenditure,,,missing
myanmar,2006,political,political_stability,,,missing
myanmar,2006,political,government_effectiveness,,,missing
myanmar,2006,political,_dimension_score,53,aggregated,derived
myanmar,2006,economic,gdp_per_capita,20,quantitative,complete
myanmar,2006,economic,inflation,61,quantitative,complete
myanmar,2006,economic,unemployment,95,quantitative,complete
myanmar,2006,economic,trade_openness,40,qualitative,partial
myanmar,2006,economic,fiscal_health,40,qualitative,partial
myanmar,2006,economic,natural_resource_rents,,,missing
myanmar,2006,economic,youth_unemployment,,,missing
myanmar,2006,economic,gini,,,missing
myanmar,2006,economic,neet_rate,,,missing
myanmar,2006,economic,gini_adjusted_gdp_per_capita,,,missing
myanmar,2006,economic,poverty_rate,,,missing
myanmar,2006,economic,gini_adjusted_gdp_per_capita_ppp,,,missing
myanmar,2006,economic,export_diversification,,,missing
myanmar,2006,economic,non_resource_export_share,,,missing
myanmar,2006,economic,_dimension_score,51,aggregated,derived
myanmar,2006,international,sanctions,40,qualitative,complete
myanmar,2006,international,diplomatic_integration,40,qualitative,complete
myanmar,2006,international,foreign_military,95,qualitative,complete
myanmar,2006,international,fdi,59,quantitative,complete
myanmar,2006,international,refugee_flows,80,qualitative,complete
myanmar,2006,international,_dimension_score,63,aggregated,derived
myanmar,2006,transparency,budget_transparency,10,qualitative,complete
myanmar,2006,transparency,press_freedom,0,quantitative,complete
myanmar,2006,transparency,statistical_transparency,10,qualitative,complete
myanmar,2006,transparency,legal_transparency,5,qualitative,complete
myanmar,2006,transparency,extractive_transparency,5,qualitative,complete
myanmar,2006,transparency,control_of_corruption,,,missing
myanmar,2006,transparency,_dimension_score,6,aggregated,derived
myanmar,2006,population_mobility,net_migration,,,missing
